# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	COGIDS	MORPHEMES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAP
494	69_ash	ASH	Ngabere	Ngäbere	ŋɯbɾɯ	ŋɯbɾɯ	ŋ ɯ b ɾ ɯ	ngab1239	646	8.83	-82.39		0	0	?	4 7 1 5 7	AXBCZ	NIPRI	20	20.N.C 20.I.V 20.P.C 20.R.C 20.I.V	2.0 1.5 1.75 1.5 0.8	ŋɯbɾɯ	0	12
495	69_ash	ASH	Buglere	Buglere	mnu	mnu	m n u	bugl1243	646	8.58	-81.26		0	0	?	4 4 7	ACZ	MNY	6	6.M.C 6.N.C 6.Y.V	2.0 1.5 0.8	mnu	0	5
496	69_ash	ASH	Dorasque	Dorasque	bulku	bulku	b u l k u	dora1242	646	8.57	-82.38		0	0	?	1 7 5 1 7	AXMBZ	PYLKY	13	13.P.C 13.Y.V 13.L.c 13.K.C 13.Y.V	2.0 1.5 1.1 1.75 0.8	bulku	0	1
497	69_ash	ASH	SanBlasKuna	San Blas Kuna	puɾu	puɾu	p u ɾ u	sanb1242	646	9.16	-78.31		0	0	?	1 7 5 7	AXBZ	PYRY	23	23.P.C 23.Y.V 23.R.C 23.Y.V	2.0 1.5 1.75 0.8	puɾu	0	4
498	69_ash	ASH	Cogui	Cogui	'muli	'muli	'm/m u l i	cogu1240	646	10.95	-73.80		0	0	?	4 7 5 7	AXBZ	MYLI	12	12.M.C 12.Y.V 12.L.C 12.I.V	2.0 1.5 1.75 0.8	'm/muli	0	9
499	69_ash	ASH	Arhuaco	Arhuaco	'bunzəga	'bunzəga	'b/b u n z ə g a	arhu1242	646	10.70	-73.64		0	0	?	1 7 4 3 7 1 7	AXMBYBZ	PYNSEKA	1	1.P.C 1.Y.V 1.N.c 1.S.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	'b/bunzəga	0	1
500	69_ash	ASH	Malayo	Malayo	bɨn	bɨn	b ɨ n	mala1522	646	10.93	-73.42		0	0	?	1 7 4	AXN	PIN	16	16.P.C 16.I.V 16.N.c	2.0 1.5 0.8	bɨn	0	3
501	69_ash	ASH	Chimila	Chimila	'buhŋaʔ	'buhŋaʔ	'b/b u h ŋ a ʔ	chim1309	646	10.19	-74.26		0	0	?	1 7 3 4 7 1	AXBCYN	PYHNAH	11	11.P.C 11.Y.V 11.H.C 11.N.C 11.A.V 11.H.c	2.0 1.5 1.75 1.5 1.3 0.8	'b/buhŋaʔ	0	8
502	69_ash	ASH	Chibcha	Chibcha	βuskɨ	βuskɨ	β u s k ɨ	chib1270	646	6.25	-74.17		0	0	?	3 7 3 1 7	AXMBZ	BYSKI	10	10.B.C 10.Y.V 10.S.c 10.K.C 10.I.V	2.0 1.5 1.1 1.75 0.8	βuskɨ	0	7
503	69_ash	ASH	CentralTunebo	Central Tunebo	'buɾa	'buɾa	'b/b u ɾ a	cent2150	646	6.89	-72.09		0	0	?	1 7 5 7	AXBZ	PYRA	9	9.P.C 9.Y.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	'b/buɾa	0	4
504	69_ash	ASH	Bari	Barí	ibũdɪ̃	ibũdɪ̃	i b ũ d ɪ̃	bari1297	646	9.08	-72.94		0	0	?	7 1 7 1 7	XBYBZ	IPYTI	3	3.I.V 3.P.C 3.Y.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 0.8	ibũdɪ̃	0	2
#
840	39_at	AT	LencaSalvador	Lenca-Salvador	k'ati	k'ati	k 'a/a t i	lenc1242	1461	13.56	-87.50		0	0	?	1 7 1 7	AXBZ	KATI	15	15.K.C 15.A.V 15.T.C 15.I.V	2.0 1.5 1.75 0.8	k'a/ati	0	15
841	39_at	AT	LencaHonduras	Lenca-Honduras	ap	ap	a p	lenc1243	1461	13.67	-88.11		0	0	?	7 1	XN	AP	14	14.A.V 14.P.c	1.5 0.8	ap	0	22
842	39_at	AT	Cacaopera	Cacaopera	m	m	m	caca1247	1461	13.74	-88.11		0	0	?	4	A	M	8	8.M.C	2.0	m	0	18
843	39_at	AT	Mayangna	Mayangna	kat	kat	k a t	maya1285	1461	14.13	-84.34		0	0	?	1 7 1	AXN	KAT	18	18.K.C 18.A.V 18.T.c	2.0 1.5 0.8	kat	0	15
844	39_at	AT	Ulwa	Ulwa	kat	kat	k a t	ulwa1239	1461	12.93	-83.58		0	0	?	1 7 1	AXN	KAT	25	25.K.C 25.A.V 25.T.c	2.0 1.5 0.8	kat	0	15
845	39_at	AT	Miskito	Mískito	ɾa	ɾa	ɾ a	misk1239	1461	15.16	-84.29		0	0	?	5 7	AX	RA	19	19.R.C 19.A.V	2.0 1.5	ɾa	0	23
846	39_at	AT	Pech	Pech	jã́	jã́	j ã́/ã	pech1241	1461	15.80	-85.56		0	0	?	6 7	AX	JA	21	21.J.C 21.A.V	2.0 1.5	jã́/ã	0	25
847	39_at	AT	Rama	Rama	ka	ka	k a	rama1270	1461	11.50	-83.86		0	0	?	1 7	AX	KA	22	22.K.C 22.A.V	2.0 1.5	ka	0	15
848	39_at	AT	MalekuJaika	Maléku Jaíka	ko	ko	k o	male1297	1461	10.75	-84.73		0	0	?	1 7	AX	KU	17	17.K.C 17.U.V	2.0 1.5	ko	0	15
849	39_at	AT	Boruca	Boruca	kà	kà	k à/a	boru1252	1461	8.88	-83.21		0	0	?	1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	kà/a	0	15
850	39_at	AT	Bribri	Bribri	iã̀	iã̀	i ã̀/ã	brib1243	1461	9.40	-83.05		0	0	?	7 7	XZ	IA	5	5.I.V 5.A.V	1.5 0.8	iã̀/ã	0	16
851	39_at	AT	Cabecar	Cabécar	skà	skà	s k à/a	cabe1245	1461	9.67	-83.41		0	0	?	3 1 7	ACZ	SKA	7	7.S.C 7.K.C 7.A.V	2.0 1.5 0.8	skà/a	0	17
852	39_at	AT	Teribe	Teribe	ʃkò	ʃkò	ʃ k ò/o	teri1250	1461	9.06	-82.96		0	0	?	3 1 7	ACZ	SKU	24	24.S.C 24.K.C 24.U.V	2.0 1.5 0.8	ʃkò/o	0	17
853	39_at	AT	Ngabere	Ngäbere	te	te	t e	ngab1239	1461	8.83	-82.39		0	0	?	1 7	AX	TE	20	20.T.C 20.E.V	2.0 1.5	te	0	24
854	39_at	AT	Buglere	Buglere	ske	ske	s k e	bugl1243	1461	8.58	-81.26		0	0	?	3 1 7	ACZ	SKE	6	6.S.C 6.K.C 6.E.V	2.0 1.5 0.8	ske	0	17
855	39_at	AT	Dorasque	Dorasque	ga	ga	g a	dora1242	1461	8.57	-82.38		0	0	?	1 7	AX	KA	13	13.K.C 13.A.V	2.0 1.5	ga	0	15
856	39_at	AT	SanBlasKuna	San Blas Kuna	ki	ki	k i	sanb1242	1461	9.16	-78.31		0	0	?	1 7	AX	KI	23	23.K.C 23.I.V	2.0 1.5	ki	0	15
857	39_at	AT	Cogui	Cogui	ka	ka	k a	cogu1240	1461	10.95	-73.80		0	0	?	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	ka	0	15
858	39_at	AT	Arhuaco	Arhuaco	ekɨ	ekɨ	e k ɨ	arhu1242	1461	10.70	-73.64		0	0	?	7 1 7	XBZ	EKI	1	1.E.V 1.K.C 1.I.V	1.5 1.75 0.8	ekɨ	0	15
859	39_at	AT	Malayo	Malayo	ka	ka	k a	mala1522	1461	10.93	-73.42		0	0	?	1 7	AX	KA	16	16.K.C 16.A.V	2.0 1.5	ka	0	15
860	39_at	AT	Chimila	Chimila	la	la	l a	chim1309	1461	10.19	-74.26		0	0	?	5 7	AX	LA	11	11.L.C 11.A.V	2.0 1.5	la	0	21
861	39_at	AT	Chibcha	Chibcha	na	na	n a	chib1270	1461	6.25	-74.17		0	0	?	4 7	AX	NA	10	10.N.C 10.A.V	2.0 1.5	na	0	20
862	39_at	AT	CentralTunebo	Central Tunebo	kwi'taɾa	kwi'taɾa	k w i 't/t a ɾ a	cent2150	1461	6.89	-72.09		0	0	?	1 6 7 1 7 5 7	ACXBYBZ	KWITARA	9	9.K.C 9.W.C 9.I.V 9.T.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	kwi't/taɾa	0	19
863	39_at	AT	Bari	Barí	aki	aki	a k i	bari1297	1461	9.08	-72.94		0	0	?	7 1 7	XBZ	AKI	3	3.A.V 3.K.C 3.I.V	1.5 1.75 0.8	aki	0	15
#
1365	48_bad	BAD	LencaSalvador	Lenca-Salvador	ʃamtoa	ʃamtoa	ʃ a m t o a	lenc1242	1292	13.56	-87.50		0	0	?	3 7 4 1 7 7	AXMBYZ	SAMTUA	15	15.S.C 15.A.V 15.M.c 15.T.C 15.U.V 15.A.V	2.0 1.5 1.1 1.75 1.3 0.8	ʃamtoa	0	37
1366	48_bad	BAD	LencaHonduras	Lenca-Honduras	kiauɾu	kiauɾu	k i a u ɾ u	lenc1243	1292	13.67	-88.11		0	0	?	1 7 7 7 5 7	AXYYBZ	KIAYRY	14	14.K.C 14.I.V 14.A.V 14.Y.V 14.R.C 14.Y.V	2.0 1.5 1.3 1.3 1.75 0.8	kiauɾu	0	36
1367	48_bad	BAD	Cacaopera	Cacaopera	jamua	jamua	j a m u a	caca1247	1292	13.74	-88.11		0	0	?	6 7 4 7 7	AXBYZ	JAMYA	8	8.J.C 8.A.V 8.M.C 8.Y.V 8.A.V	2.0 1.5 1.75 1.3 0.8	jamua	0	31
1368	48_bad	BAD	Mayangna	Mayangna	dutni	dutni	d u t n i	maya1285	1292	14.13	-84.34		0	0	?	1 7 1 4 7	AXBCZ	TYTNI	18	18.T.C 18.Y.V 18.T.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	dutni	0	27
1369	48_bad	BAD	Ulwa	Ulwa	dutka	dutka	d u t k a	ulwa1239	1292	12.93	-83.58		0	0	?	1 7 1 1 7	AXMBZ	TYTKA	25	25.T.C 25.Y.V 25.T.c 25.K.C 25.A.V	2.0 1.5 1.1 1.75 0.8	dutka	0	27
1370	48_bad	BAD	Miskito	Mískito	sawɾa	sawɾa	s a w ɾ a	misk1239	1292	15.16	-84.29		0	0	?	3 7 6 5 7	AXMBZ	SAWRA	19	19.S.C 19.A.V 19.W.c 19.R.C 19.A.V	2.0 1.5 1.1 1.75 0.8	sawɾa	0	29
1371	48_bad	BAD	Pech	Pech	wàɾkwá	wàɾkwá	w à/a ɾ k w á/a	pech1241	1292	15.80	-85.56		0	0	?	6 7 5 1 6 7	AXMBCZ	WARKWA	21	21.W.C 21.A.V 21.R.c 21.K.C 21.W.C 21.A.V	2.0 1.5 1.1 1.75 1.5 0.8	wà/aɾkwá/a	0	41
1372	48_bad	BAD	Rama	Rama	kwahala	kwahala	k w a h a l a	rama1270	1292	11.50	-83.86		0	0	?	1 6 7 3 7 5 7	ACXBYBZ	KWAHALA	22	22.K.C 22.W.C 22.A.V 22.H.C 22.A.V 22.L.C 22.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	kwahala	0	42
1373	48_bad	BAD	MalekuJaika	Maléku Jaíka	eme: koka:ɾiŋa	eme: koka:ɾiŋa	e m e: + k o k a: ɾ i ŋ a	male1297	1292	10.75	-84.73		0	0	?	7 4 7 9 1 7 1 7 5 7 4 7	XBZ_AXBYBYBZ	EME_KUKARINA	17	17.E.V 17.M.C 17.E.V 17._._ 17.K.C 17.U.V 17.K.C 17.A.V 17.R.C 17.I.V 17.N.C 17.A.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	eme:+koka:ɾiŋa	0	39
1374	48_bad	BAD	Boruca	Boruca	sádʒèŋ	sádʒèŋ	s á/a dʒ è/e ŋ	boru1252	1292	8.88	-83.21		0	0	?	3 7 1 7 4	AXBYN	SATEN	4	4.S.C 4.A.V 4.T.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	sá/adʒè/eŋ	0	28
1375	48_bad	BAD	Bribri	Bribri	suɺǔ	suɺǔ	s u ɺ ǔ/u	brib1243	1292	9.40	-83.05		0	0	?	3 7 5 7	AXBZ	SYRY	5	5.S.C 5.Y.V 5.R.C 5.Y.V	2.0 1.5 1.75 0.8	suɺǔ/u	0	29
1376	48_bad	BAD	Cabecar	Cabécar	saɺuí	saɺuí	s a ɺ u í/i	cabe1245	1292	9.67	-83.41		0	0	?	3 7 5 7 7	AXBYZ	SARYI	7	7.S.C 7.A.V 7.R.C 7.Y.V 7.I.V	2.0 1.5 1.75 1.3 0.8	saɺuí/i	0	29
1377	48_bad	BAD	Teribe	Teribe	ó	ó	ó/o	teri1250	1292	9.06	-82.96		0	0	?	7	X	U	24	24.U.V	1.5	ó/o	0	44
1378	48_bad	BAD	Ngabere	Ngäbere	kɔme	kɔme	k ɔ m e	ngab1239	1292	8.83	-82.39		0	0	?	1 7 4 7	AXBZ	KUME	20	20.K.C 20.U.V 20.M.C 20.E.V	2.0 1.5 1.75 0.8	kɔme	0	40
1379	48_bad	BAD	Buglere	Buglere	me no	me no	m e + n o	bugl1243	1292	8.58	-81.26		0	0	?	4 7 9 4 7	AX_AX	ME_NU	6	6.M.C 6.E.V 6._._ 6.N.C 6.U.V	2.0 1.5 0.0 2.0 1.5	me+no	0	30
1380	48_bad	BAD	Dorasque	Dorasque	irógla	irógla	i r ó/o g l a	dora1242	1292	8.57	-82.38		0	0	?	7 5 7 1 5 7	XBYBCZ	IRUKLA	13	13.I.V 13.R.C 13.U.V 13.K.C 13.L.C 13.A.V	1.5 1.75 1.3 1.75 1.5 0.8	iró/ogla	0	35
1381	48_bad	BAD	SanBlasKuna	San Blas Kuna	itʃakkwakwa	itʃakkwakwa	i tʃ a k k w a k w a	sanb1242	1292	9.16	-78.31		0	0	?	7 1 7 1 1 6 7 1 6 7	XBYMBCYBCZ	ITAKKWAKWA	23	23.I.V 23.T.C 23.A.V 23.K.c 23.K.C 23.W.C 23.A.V 23.K.C 23.W.C 23.A.V	1.5 1.75 1.3 1.1 1.75 1.5 1.3 1.75 1.5 0.8	itʃakkwakwa	0	43
1382	48_bad	BAD	Cogui	Cogui	'ʃane	'ʃane	'ʃ/ʃ a n e	cogu1240	1292	10.95	-73.80		0	0	?	3 7 4 7	AXBZ	SANE	12	12.S.C 12.A.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	'ʃ/ʃane	0	34
1383	48_bad	BAD	Arhuaco	Arhuaco	du naʔ neika	du naʔ neika	d u + n a ʔ + n e i k a	arhu1242	1292	10.70	-73.64		0	0	?	1 7 9 4 7 1 9 4 7 7 1 7	AX_AXN_AXYBZ	TY_NAH_NEIKA	1	1.T.C 1.Y.V 1._._ 1.N.C 1.A.V 1.H.c 1._._ 1.N.C 1.E.V 1.I.V 1.K.C 1.A.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.3 1.75 0.8	du+naʔ+neika	0	26
1384	48_bad	BAD	Malayo	Malayo	unanduanéka	unanduanéka	u n a n d u a n é/e k a	mala1522	1292	10.93	-73.42		0	0	?	7 4 7 4 1 7 7 4 7 1 7	XBYMBYYBYBZ	YNANTYANEKA	16	16.Y.V 16.N.C 16.A.V 16.N.c 16.T.C 16.Y.V 16.A.V 16.N.C 16.E.V 16.K.C 16.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.3 1.75 1.3 1.75 0.8	unanduané/eka	0	38
1385	48_bad	BAD	Chimila	Chimila	dʒo:ta	dʒo:ta	dʒ o: t a	chim1309	1292	10.19	-74.26		0	0	?	1 7 1 7	AXBZ	TUTA	11	11.T.C 11.U.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	dʒo:ta	0	27
1386	48_bad	BAD	Chibcha	Chibcha	atʲuentsa	atʲuentsa	a tʲ u e n t s a	chib1270	1292	6.25	-74.17		0	0	?	7 1 7 7 4 1 3 7	XBYYMBCZ	ATYENTSA	10	10.A.V 10.T.C 10.Y.V 10.E.V 10.N.c 10.T.C 10.S.C 10.A.V	1.5 1.75 1.3 1.3 1.1 1.75 1.5 0.8	atʲuentsa	0	33
1387	48_bad	BAD	CentralTunebo	Central Tunebo	aj batɾo	aj batɾo	a j + b a t ɾ o	cent2150	1292	6.89	-72.09		0	0	?	7 6 9 1 7 1 5 7	XN_AXBCZ	AJ_PATRU	9	9.A.V 9.J.c 9._._ 9.P.C 9.A.V 9.T.C 9.R.C 9.U.V	1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	aj+batɾo	0	32
1388	48_bad	BAD	Bari	Barí	atakkasu	atakkasu	a t a k k a s u	bari1297	1292	9.08	-72.94		0	0	?	7 1 7 1 1 7 3 7	XBYMBYBZ	ATAKKASY	3	3.A.V 3.T.C 3.A.V 3.K.c 3.K.C 3.A.V 3.S.C 3.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	atakkasu	0	27
#
625	2_bark	BARK	LencaSalvador	Lenca-Salvador	ts'ats'a	ts'ats'a	t s 'a/a t s 'a/a	lenc1242	1204	13.56	-87.50		0	0	?	1 3 7 1 3 7	ACXBCZ	TSATSA	15	15.T.C 15.S.C 15.A.V 15.T.C 15.S.C 15.A.V	2.0 1.5 1.5 1.75 1.5 0.8	ts'a/ats'a/a	0	52
626	2_bark	BARK	LencaHonduras	Lenca-Honduras	jos	jos	j o s	lenc1243	1204	13.67	-88.11		0	0	?	6 7 3	AXN	JUS	14	14.J.C 14.U.V 14.S.c	2.0 1.5 0.8	jos	0	51
627	2_bark	BARK	Cacaopera	Cacaopera	kuta	kuta	k u t a	caca1247	1204	13.74	-88.11		0	0	?	1 7 1 7	AXBZ	KYTA	8	8.K.C 8.Y.V 8.T.C 8.A.V	2.0 1.5 1.75 0.8	kuta	0	49
628	2_bark	BARK	Mayangna	Mayangna	utak	utak	u t a k	maya1285	1204	14.13	-84.34		0	0	?	7 1 7 1	XBYN	YTAK	18	18.Y.V 18.T.C 18.A.V 18.K.c	1.5 1.75 1.3 0.8	utak	0	49
629	2_bark	BARK	Ulwa	Ulwa	utak	utak	u t a k	ulwa1239	1204	12.93	-83.58		0	0	?	7 1 7 1	XBYN	YTAK	25	25.Y.V 25.T.C 25.A.V 25.K.c	1.5 1.75 1.3 0.8	utak	0	49
630	2_bark	BARK	Miskito	Mískito	taja	taja	t a j a	misk1239	1204	15.16	-84.29		0	0	?	1 7 6 7	AXBZ	TAJA	19	19.T.C 19.A.V 19.J.C 19.A.V	2.0 1.5 1.75 0.8	taja	0	53
631	2_bark	BARK	Pech	Pech	kã́wã̀	kã́wã̀	k ã́/ã w ã̀/ã	pech1241	1204	15.80	-85.56		0	0	?	1 7 6 7	AXBZ	KAWA	21	21.K.C 21.A.V 21.W.C 21.A.V	2.0 1.5 1.75 0.8	kã́/ãwã̀/ã	0	54
632	2_bark	BARK	Rama	Rama	u:k	u:k	u: k	rama1270	1204	11.50	-83.86		0	0	?	7 1	XN	YK	22	22.Y.V 22.K.c	1.5 0.8	u:k	0	49
633	2_bark	BARK	MalekuJaika	Maléku Jaíka	leki:	leki:	l e k i:	male1297	1204	10.75	-84.73		0	0	?	5 7 1 7	AXBZ	LEKI	17	17.L.C 17.E.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	leki:	0	47
634	2_bark	BARK	Boruca	Boruca	kuáʔs	kuáʔs	k u á/a ʔ s	boru1252	1204	8.88	-83.21		0	0	?	1 7 7 1 3	AXYBC	KYAHS	4	4.K.C 4.Y.V 4.A.V 4.H.C 4.S.C	2.0 1.5 1.3 1.75 1.5	kuá/aʔs	0	46
635	2_bark	BARK	Bribri	Bribri	axkuʊ́	axkuʊ́	a x k u ʊ́/ʊ	brib1243	1204	9.40	-83.05		0	0	?	7 3 1 7 7	XMBYZ	AGKYY	5	5.A.V 5.G.c 5.K.C 5.Y.V 5.Y.V	1.5 1.1 1.75 1.3 0.8	axkuʊ́/ʊ	0	47
636	2_bark	BARK	Cabecar	Cabécar	hkuʊ́	hkuʊ́	h k u ʊ́/ʊ	cabe1245	1204	9.67	-83.41		0	0	?	3 1 7 7	ACYZ	HKYY	7	7.H.C 7.K.C 7.Y.V 7.Y.V	2.0 1.5 1.3 0.8	hkuʊ́/ʊ	0	47
637	2_bark	BARK	Teribe	Teribe	kuótà	kuótà	k u ó/o t à/a	teri1250	1204	9.06	-82.96		0	0	?	1 7 7 1 7	AXYBZ	KYUTA	24	24.K.C 24.Y.V 24.U.V 24.T.C 24.A.V	2.0 1.5 1.3 1.75 0.8	kuó/otà/a	0	48
638	2_bark	BARK	Ngabere	Ngäbere	kwata	kwata	k w a t a	ngab1239	1204	8.83	-82.39		0	0	?	1 6 7 1 7	ACXBZ	KWATA	20	20.K.C 20.W.C 20.A.V 20.T.C 20.A.V	2.0 1.5 1.5 1.75 0.8	kwata	0	48
639	2_bark	BARK	Buglere	Buglere	kwaɾa	kwaɾa	k w a ɾ a	bugl1243	1204	8.58	-81.26		0	0	?	1 6 7 5 7	ACXBZ	KWARA	6	6.K.C 6.W.C 6.A.V 6.R.C 6.A.V	2.0 1.5 1.5 1.75 0.8	kwaɾa	0	48
640	2_bark	BARK	Dorasque	Dorasque	ugá	ugá	u g á/a	dora1242	1204	8.57	-82.38		0	0	?	7 1 7	XBZ	YKA	13	13.Y.V 13.K.C 13.A.V	1.5 1.75 0.8	ugá/a	0	47
641	2_bark	BARK	SanBlasKuna	San Blas Kuna	ukka	ukka	u k k a	sanb1242	1204	9.16	-78.31		0	0	?	7 1 1 7	XMBZ	YKKA	23	23.Y.V 23.K.c 23.K.C 23.A.V	1.5 1.1 1.75 0.8	ukka	0	47
642	2_bark	BARK	Cogui	Cogui	huba	huba	h u b a	cogu1240	1204	10.95	-73.80		0	0	?	3 7 1 7	AXBZ	HYPA	12	12.H.C 12.Y.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	huba	0	45
643	2_bark	BARK	Arhuaco	Arhuaco	'zomɨ	'zomɨ	'z/z o m ɨ	arhu1242	1204	10.70	-73.64		0	0	?	3 7 4 7	AXBZ	SUMI	1	1.S.C 1.U.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	'z/zomɨ	0	45
644	2_bark	BARK	Malayo	Malayo	ʒoma	ʒoma	ʒ o m a	mala1522	1204	10.93	-73.42		0	0	?	3 7 4 7	AXBZ	SUMA	16	16.S.C 16.U.V 16.M.C 16.A.V	2.0 1.5 1.75 0.8	ʒoma	0	45
645	2_bark	BARK	Chimila	Chimila	ma:nta	ma:nta	m a: n t a	chim1309	1204	10.19	-74.26		0	0	?	4 7 4 1 7	AXMBZ	MANTA	11	11.M.C 11.A.V 11.N.c 11.T.C 11.A.V	2.0 1.5 1.1 1.75 0.8	ma:nta	0	50
646	2_bark	BARK	Chibcha	Chibcha	huka	huka	h u k a	chib1270	1204	6.25	-74.17		0	0	?	3 7 1 7	AXBZ	HYKA	10	10.H.C 10.Y.V 10.K.C 10.A.V	2.0 1.5 1.75 0.8	huka	0	47
647	2_bark	BARK	CentralTunebo	Central Tunebo	u'ma	u'ma	u 'm/m a	cent2150	1204	6.89	-72.09		0	0	?	7 4 7	XBZ	YMA	9	9.Y.V 9.M.C 9.A.V	1.5 1.75 0.8	u'm/ma	0	45
