# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	COGNACY	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
501	69_ash	ASH	Chimila	Chimila	'buhŋaʔ	'buhŋaʔ		8		'b/b u h ŋ a ʔ	270		646		1 7 3 4 7 1	AXBCYN	PYHNAH	11	11.P.C 11.Y.V 11.H.C 11.N.C 11.A.V 11.H.c	2.0 1.5 1.75 1.5 1.3 0.8	'b/buhŋaʔ	0	'b/b u h ŋ a ʔ
502	69_ash	ASH	Chibcha	Chibcha	βuskɨ	βuskɨ		7		β u s k ɨ	270		646		3 7 3 1 7	AXMBZ	BYSKI	10	10.B.C 10.Y.V 10.S.c 10.K.C 10.I.V	2.0 1.5 1.1 1.75 0.8	βuskɨ	0	β u s k ɨ
503	69_ash	ASH	CentralTunebo	Central Tunebo	'buɾa	'buɾa		4		'b/b u ɾ a	270		646		1 7 5 7	AXBZ	PYRA	9	9.P.C 9.Y.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	'b/buɾa	0	'b/b u ɾ - - a
504	69_ash	ASH	Bari	Barí	ibũdɪ̃	ibũdɪ̃		2		i b ũ d ɪ̃	270		646		7 1 7 1 7	XBYBZ	IPYTI	3	3.I.V 3.P.C 3.Y.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 0.8	ibũdɪ̃	0	i b ũ d ɪ̃
#
840	39_at	AT	LencaSalvador	Lenca-Salvador	k'ati	k'ati		34		k 'a/a t i	437		1461		1 7 1 7	AXBZ	KATI	15	15.K.C 15.A.V 15.T.C 15.I.V	2.0 1.5 1.75 0.8	k'a/ati	0	k 'a/a t i
841	39_at	AT	LencaHonduras	Lenca-Honduras	ap	ap		33		a p	438		1461		7 1	XN	AP	14	14.A.V 14.P.c	1.5 0.8	ap	0	a p
842	39_at	AT	Cacaopera	Cacaopera	m	m		29		m	438		1461		4	A	M	8	8.M.C	2.0	m	0	m
843	39_at	AT	Mayangna	Mayangna	kat	kat		35		k a t	437		1461		1 7 1	AXN	KAT	18	18.K.C 18.A.V 18.T.c	2.0 1.5 0.8	kat	0	k a t
844	39_at	AT	Ulwa	Ulwa	kat	kat		35		k a t	437		1461		1 7 1	AXN	KAT	25	25.K.C 25.A.V 25.T.c	2.0 1.5 0.8	kat	0	k a t
845	39_at	AT	Miskito	Mískito	ɾa	ɾa		36		ɾ a	439		1461		5 7	AX	RA	19	19.R.C 19.A.V	2.0 1.5	ɾa	0	ɾ a
846	39_at	AT	Pech	Pech	jã́	jã́		38		j ã́/ã	440		1461		6 7	AX	JA	21	21.J.C 21.A.V	2.0 1.5	jã́/ã	0	j ã́/ã
847	39_at	AT	Rama	Rama	ka	ka		26		k a	437		1461		1 7	AX	KA	22	22.K.C 22.A.V	2.0 1.5	ka	0	- k a
848	39_at	AT	MalekuJaika	Maléku Jaíka	ko	ko		26		k o	437		1461		1 7	AX	KU	17	17.K.C 17.U.V	2.0 1.5	ko	0	- k o
849	39_at	AT	Boruca	Boruca	kà	kà		26		k à/a	437		1461		1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	kà/a	0	- k à/a
850	39_at	AT	Bribri	Bribri	iã̀	iã̀		27		i ã̀/ã	440		1461		7 7	XZ	IA	5	5.I.V 5.A.V	1.5 0.8	iã̀/ã	0	i ã̀/ã
851	39_at	AT	Cabecar	Cabécar	skà	skà		28		s k à/a	441		1461		3 1 7	ACZ	SKA	7	7.S.C 7.K.C 7.A.V	2.0 1.5 0.8	skà/a	0	s k à/a
852	39_at	AT	Teribe	Teribe	ʃkò	ʃkò		28		ʃ k ò/o	441		1461		3 1 7	ACZ	SKU	24	24.S.C 24.K.C 24.U.V	2.0 1.5 0.8	ʃkò/o	0	ʃ k ò/o
853	39_at	AT	Ngabere	Ngäbere	te	te		37		t e	442		1461		1 7	AX	TE	20	20.T.C 20.E.V	2.0 1.5	te	0	t e
854	39_at	AT	Buglere	Buglere	ske	ske		28		s k e	441		1461		3 1 7	ACZ	SKE	6	6.S.C 6.K.C 6.E.V	2.0 1.5 0.8	ske	0	s k e
855	39_at	AT	Dorasque	Dorasque	ga	ga		26		g a	437		1461		1 7	AX	KA	13	13.K.C 13.A.V	2.0 1.5	ga	0	- g a
856	39_at	AT	SanBlasKuna	San Blas Kuna	ki	ki		26		k i	443		1461		1 7	AX	KI	23	23.K.C 23.I.V	2.0 1.5	ki	0	- k i
857	39_at	AT	Cogui	Cogui	ka	ka		26		k a	437		1461		1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	ka	0	- k a
858	39_at	AT	Arhuaco	Arhuaco	ekɨ	ekɨ		26		e k ɨ	437		1461		7 1 7	XBZ	EKI	1	1.E.V 1.K.C 1.I.V	1.5 1.75 0.8	ekɨ	0	e k ɨ
859	39_at	AT	Malayo	Malayo	ka	ka		26		k a	437		1461		1 7	AX	KA	16	16.K.C 16.A.V	2.0 1.5	ka	0	- k a
860	39_at	AT	Chimila	Chimila	la	la		32		l a	439		1461		5 7	AX	LA	11	11.L.C 11.A.V	2.0 1.5	la	0	l a
861	39_at	AT	Chibcha	Chibcha	na	na		31		n a	443		1461		4 7	AX	NA	10	10.N.C 10.A.V	2.0 1.5	na	0	n a
862	39_at	AT	CentralTunebo	Central Tunebo	kwi'taɾa	kwi'taɾa		30		k w i 't/t a ɾ a	444		1461		1 6 7 1 7 5 7	ACXBYBZ	KWITARA	9	9.K.C 9.W.C 9.I.V 9.T.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	kwi't/taɾa	0	k w i 't/t a ɾ a
863	39_at	AT	Bari	Barí	aki	aki		26		a k i	443		1461		7 1 7	XBZ	AKI	3	3.A.V 3.K.C 3.I.V	1.5 1.75 0.8	aki	0	a k i
#
1365	48_bad	BAD	LencaSalvador	Lenca-Salvador	ʃamtoa	ʃamtoa		67		ʃ a m t o a	719		1292		3 7 4 1 7 7	AXMBYZ	SAMTUA	15	15.S.C 15.A.V 15.M.c 15.T.C 15.U.V 15.A.V	2.0 1.5 1.1 1.75 1.3 0.8	ʃamtoa	0	ʃ a m t o a
1366	48_bad	BAD	LencaHonduras	Lenca-Honduras	kiauɾu	kiauɾu		66		k i a u ɾ u	720		1292		1 7 7 7 5 7	AXYYBZ	KIAYRY	14	14.K.C 14.I.V 14.A.V 14.Y.V 14.R.C 14.Y.V	2.0 1.5 1.3 1.3 1.75 0.8	kiauɾu	0	k i a u ɾ u
1367	48_bad	BAD	Cacaopera	Cacaopera	jamua	jamua		59		j a m u a	719		1292		6 7 4 7 7	AXBYZ	JAMYA	8	8.J.C 8.A.V 8.M.C 8.Y.V 8.A.V	2.0 1.5 1.75 1.3 0.8	jamua	0	j a m u a
1368	48_bad	BAD	Mayangna	Mayangna	dutni	dutni		63		d u t n i	721		1292		1 7 1 4 7	AXBCZ	TYTNI	18	18.T.C 18.Y.V 18.T.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	dutni	0	d u t n i
1369	48_bad	BAD	Ulwa	Ulwa	dutka	dutka		63		d u t k a	721		1292		1 7 1 1 7	AXMBZ	TYTKA	25	25.T.C 25.Y.V 25.T.c 25.K.C 25.A.V	2.0 1.5 1.1 1.75 0.8	dutka	0	d u t k a
1370	48_bad	BAD	Miskito	Mískito	sawɾa	sawɾa		71		s a w ɾ a	722		1292		3 7 6 5 7	AXMBZ	SAWRA	19	19.S.C 19.A.V 19.W.c 19.R.C 19.A.V	2.0 1.5 1.1 1.75 0.8	sawɾa	0	s a w ɾ a
1371	48_bad	BAD	Pech	Pech	wàɾkwá	wàɾkwá		73		w à/a ɾ k w á/a	723		1292		6 7 5 1 6 7	AXMBCZ	WARKWA	21	21.W.C 21.A.V 21.R.c 21.K.C 21.W.C 21.A.V	2.0 1.5 1.1 1.75 1.5 0.8	wà/aɾkwá/a	0	w à/a ɾ k w á/a
1372	48_bad	BAD	Rama	Rama	kwahala	kwahala		74		k w a h a l a	723		1292		1 6 7 3 7 5 7	ACXBYBZ	KWAHALA	22	22.K.C 22.W.C 22.A.V 22.H.C 22.A.V 22.L.C 22.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	kwahala	0	k w a h a l a
1373	48_bad	BAD	MalekuJaika	Maléku Jaíka	eme: koka:ɾiŋa	eme: koka:ɾiŋa		69 70		e m eː + k o k aː ɾ i ŋ a	724		1292		7 4 7 9 1 7 1 7 5 7 4 7	XBZ_AXBYBYBZ	EME_KUKARINA	17	17.E.V 17.M.C 17.E.V 17._._ 17.K.C 17.U.V 17.K.C 17.A.V 17.R.C 17.I.V 17.N.C 17.A.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	emeː+kokaːɾiŋa	0	e m eː + k o k aː ɾ i ŋ a
1374	48_bad	BAD	Boruca	Boruca	sádʒèŋ	sádʒèŋ		55		s á/a dʒ è/e ŋ	725		1292		3 7 1 7 4	AXBYN	SATEN	4	4.S.C 4.A.V 4.T.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	sá/adʒè/eŋ	0	s á/a dʒ è/e ŋ
1375	48_bad	BAD	Bribri	Bribri	suɺǔ	suɺǔ		56		s u ɺ ǔ/u	726		1292		3 7 5 7	AXBZ	SYRY	5	5.S.C 5.Y.V 5.R.C 5.Y.V	2.0 1.5 1.75 0.8	suɺǔ/u	0	s u ɺ ǔ/u -
1376	48_bad	BAD	Cabecar	Cabécar	saɺuí	saɺuí		56		s a ɺ u í/i	726		1292		3 7 5 7 7	AXBYZ	SARYI	7	7.S.C 7.A.V 7.R.C 7.Y.V 7.I.V	2.0 1.5 1.75 1.3 0.8	saɺuí/i	0	s a ɺ u í/i
1377	48_bad	BAD	Teribe	Teribe	ó	ó		76		ó/o	727		1292		7	X	U	24	24.U.V	1.5	ó/o	0	ó/o
1378	48_bad	BAD	Ngabere	Ngäbere	kɔme	kɔme		72		k ɔ m e	728		1292		1 7 4 7	AXBZ	KUME	20	20.K.C 20.U.V 20.M.C 20.E.V	2.0 1.5 1.75 0.8	kɔme	0	k ɔ m e
1379	48_bad	BAD	Buglere	Buglere	me no	me no		57 58		m e + n o	729		1292		4 7 9 4 7	AX_AX	ME_NU	6	6.M.C 6.E.V 6._._ 6.N.C 6.U.V	2.0 1.5 0.0 2.0 1.5	me+no	0	m e + n o
1380	48_bad	BAD	Dorasque	Dorasque	irógla	irógla		65		i r ó/o g l a	730		1292		7 5 7 1 5 7	XBYBCZ	IRUKLA	13	13.I.V 13.R.C 13.U.V 13.K.C 13.L.C 13.A.V	1.5 1.75 1.3 1.75 1.5 0.8	iró/ogla	0	i r ó/o g l a
1381	48_bad	BAD	SanBlasKuna	San Blas Kuna	itʃakkwakwa	itʃakkwakwa		75		i tʃ a k w a k w a	731		1292		7 1 7 1 6 7 1 6 7	XBYBCYBCZ	ITAKWAKWA	23	23.I.V 23.T.C 23.A.V 23.K.C 23.W.C 23.A.V 23.K.C 23.W.C 23.A.V	1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.5 0.8	itʃakwakwa	0	i tʃ a k w a k w a
1382	48_bad	BAD	Cogui	Cogui	'ʃane	'ʃane		64		'ʃ/ʃ a n e	732		1292		3 7 4 7	AXBZ	SANE	12	12.S.C 12.A.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	'ʃ/ʃane	0	'ʃ/ʃ a n e
1383	48_bad	BAD	Arhuaco	Arhuaco	du naʔ neika	du naʔ neika		51 52 53		d u + n a ʔ + n e i k a	733		1292		1 7 9 4 7 1 9 4 7 7 1 7	AX_AXN_AXYBZ	TY_NAH_NEIKA	1	1.T.C 1.Y.V 1._._ 1.N.C 1.A.V 1.H.c 1._._ 1.N.C 1.E.V 1.I.V 1.K.C 1.A.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.3 1.75 0.8	du+naʔ+neika	0	d u + n a ʔ + n e i k a
1384	48_bad	BAD	Malayo	Malayo	unanduanéka	unanduanéka		68		u n a n d u a n é/e k a	734		1292		7 4 7 4 1 7 7 4 7 1 7	XBYMBYYBYBZ	YNANTYANEKA	16	16.Y.V 16.N.C 16.A.V 16.N.c 16.T.C 16.Y.V 16.A.V 16.N.C 16.E.V 16.K.C 16.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.3 1.75 1.3 1.75 0.8	unanduané/eka	0	u n a n d u a n é/e k a
1385	48_bad	BAD	Chimila	Chimila	dʒo:ta	dʒo:ta		63		dʒ oː t a	735		1292		1 7 1 7	AXBZ	TUTA	11	11.T.C 11.U.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	dʒoːta	0	dʒ oː t - a
1386	48_bad	BAD	Chibcha	Chibcha	atʲuentsa	atʲuentsa		62		a tʲ u e n t s a	736		1292		7 1 7 7 4 1 3 7	XBYYMBCZ	ATYENTSA	10	10.A.V 10.T.C 10.Y.V 10.E.V 10.N.c 10.T.C 10.S.C 10.A.V	1.5 1.75 1.3 1.3 1.1 1.75 1.5 0.8	atʲuentsa	0	a tʲ u e n t s a
1387	48_bad	BAD	CentralTunebo	Central Tunebo	aj batɾo	aj batɾo		60 61		a j + b a t ɾ o	737		1292		7 6 9 1 7 1 5 7	XN_AXBCZ	AJ_PATRU	9	9.A.V 9.J.c 9._._ 9.P.C 9.A.V 9.T.C 9.R.C 9.U.V	1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	aj+batɾo	0	a j + b a t ɾ o
1388	48_bad	BAD	Bari	Barí	atakkasu	atakkasu		54		a t a k a s u	738		1292		7 1 7 1 7 3 7	XBYBYBZ	ATAKASY	3	3.A.V 3.T.C 3.A.V 3.K.C 3.A.V 3.S.C 3.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	atakasu	0	a t a k a s u
#
625	2_bark	BARK	LencaSalvador	Lenca-Salvador	ts'ats'a	ts'ats'a		90		t s 'a/a t s 'a/a	344		1204		1 3 7 1 3 7	ACXBCZ	TSATSA	15	15.T.C 15.S.C 15.A.V 15.T.C 15.S.C 15.A.V	2.0 1.5 1.5 1.75 1.5 0.8	ts'a/ats'a/a	0	t s 'a/a t s 'a/a
626	2_bark	BARK	LencaHonduras	Lenca-Honduras	jos	jos		89		j o s	345		1204		6 7 3	AXN	JUS	14	14.J.C 14.U.V 14.S.c	2.0 1.5 0.8	jos	0	j o s
627	2_bark	BARK	Cacaopera	Cacaopera	kuta	kuta		85		k u t a	346		1204		1 7 1 7	AXBZ	KYTA	8	8.K.C 8.Y.V 8.T.C 8.A.V	2.0 1.5 1.75 0.8	kuta	0	k u - t a
628	2_bark	BARK	Mayangna	Mayangna	utak	utak		92		u t a k	346		1204		7 1 7 1	XBYN	YTAK	18	18.Y.V 18.T.C 18.A.V 18.K.c	1.5 1.75 1.3 0.8	utak	0	u t a k
629	2_bark	BARK	Ulwa	Ulwa	utak	utak		92		u t a k	346		1204		7 1 7 1	XBYN	YTAK	25	25.Y.V 25.T.C 25.A.V 25.K.c	1.5 1.75 1.3 0.8	utak	0	u t a k
630	2_bark	BARK	Miskito	Mískito	taja	taja		93		t a j a	347		1204		1 7 6 7	AXBZ	TAJA	19	19.T.C 19.A.V 19.J.C 19.A.V	2.0 1.5 1.75 0.8	taja	0	t a j a
631	2_bark	BARK	Pech	Pech	kã́wã̀	kã́wã̀		94		k ã́/ã w ã̀/ã	348		1204		1 7 6 7	AXBZ	KAWA	21	21.K.C 21.A.V 21.W.C 21.A.V	2.0 1.5 1.75 0.8	kã́/ãwã̀/ã	0	k ã́/ã w ã̀/ã
632	2_bark	BARK	Rama	Rama	u:k	u:k		95		uː k	349		1204		7 1	XN	YK	22	22.Y.V 22.K.c	1.5 0.8	uːk	0	uː k
633	2_bark	BARK	MalekuJaika	Maléku Jaíka	leki:	leki:		91		l e k iː	350		1204		5 7 1 7	AXBZ	LEKI	17	17.L.C 17.E.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	lekiː	0	l e k iː
634	2_bark	BARK	Boruca	Boruca	kuáʔs	kuáʔs		82		k u á/a ʔ s	349		1204		1 7 7 1 3	AXYBC	KYAHS	4	4.K.C 4.Y.V 4.A.V 4.H.C 4.S.C	2.0 1.5 1.3 1.75 1.5	kuá/aʔs	0	k u á/a ʔ s -
635	2_bark	BARK	Bribri	Bribri	axkuʊ́	axkuʊ́		83		a x k u ʊ́/ʊ	349		1204		7 3 1 7 7	XMBYZ	AGKYY	5	5.A.V 5.G.c 5.K.C 5.Y.V 5.Y.V	1.5 1.1 1.75 1.3 0.8	axkuʊ́/ʊ	0	a x k u ʊ́/ʊ
636	2_bark	BARK	Cabecar	Cabécar	hkuʊ́	hkuʊ́		83		h k u ʊ́/ʊ	349		1204		3 1 7 7	ACYZ	HKYY	7	7.H.C 7.K.C 7.Y.V 7.Y.V	2.0 1.5 1.3 0.8	hkuʊ́/ʊ	0	- h k u ʊ́/ʊ
637	2_bark	BARK	Teribe	Teribe	kuótà	kuótà		85		k u ó/o t à/a	349		1204		1 7 7 1 7	AXYBZ	KYUTA	24	24.K.C 24.Y.V 24.U.V 24.T.C 24.A.V	2.0 1.5 1.3 1.75 0.8	kuó/otà/a	0	k u ó/o t à/a
638	2_bark	BARK	Ngabere	Ngäbere	kwata	kwata		84		k w a t a	349		1204		1 6 7 1 7	ACXBZ	KWATA	20	20.K.C 20.W.C 20.A.V 20.T.C 20.A.V	2.0 1.5 1.5 1.75 0.8	kwata	0	k w a t a
639	2_bark	BARK	Buglere	Buglere	kwaɾa	kwaɾa		84		k w a ɾ a	349		1204		1 6 7 5 7	ACXBZ	KWARA	6	6.K.C 6.W.C 6.A.V 6.R.C 6.A.V	2.0 1.5 1.5 1.75 0.8	kwaɾa	0	k w a ɾ a
640	2_bark	BARK	Dorasque	Dorasque	ugá	ugá		86		u g á/a	349		1204		7 1 7	XBZ	YKA	13	13.Y.V 13.K.C 13.A.V	1.5 1.75 0.8	ugá/a	0	- u g á/a
641	2_bark	BARK	SanBlasKuna	San Blas Kuna	ukka	ukka		86		u k a	349		1204		7 1 7	XBZ	YKA	23	23.Y.V 23.K.C 23.A.V	1.5 1.75 0.8	uka	0	- u k a
642	2_bark	BARK	Cogui	Cogui	huba	huba		88		h u b a	351		1204		3 7 1 7	AXBZ	HYPA	12	12.H.C 12.Y.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	huba	0	h u b a
643	2_bark	BARK	Arhuaco	Arhuaco	'zomɨ	'zomɨ		81		'z/z o m ɨ	352		1204		3 7 4 7	AXBZ	SUMI	1	1.S.C 1.U.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	'z/zomɨ	0	'z/z o m ɨ
644	2_bark	BARK	Malayo	Malayo	ʒoma	ʒoma		81		ʒ o m a	352		1204		3 7 4 7	AXBZ	SUMA	16	16.S.C 16.U.V 16.M.C 16.A.V	2.0 1.5 1.75 0.8	ʒoma	0	ʒ o m a
645	2_bark	BARK	Chimila	Chimila	ma:nta	ma:nta		87		m aː n t a	353		1204		4 7 4 1 7	AXMBZ	MANTA	11	11.M.C 11.A.V 11.N.c 11.T.C 11.A.V	2.0 1.5 1.1 1.75 0.8	maːnta	0	m aː n t a
646	2_bark	BARK	Chibcha	Chibcha	huka	huka		86		h u k a	349		1204		3 7 1 7	AXBZ	HYKA	10	10.H.C 10.Y.V 10.K.C 10.A.V	2.0 1.5 1.75 0.8	huka	0	h u k a
647	2_bark	BARK	CentralTunebo	Central Tunebo	u'ma	u'ma		81		u 'm/m a	351		1204		7 4 7	XBZ	YMA	9	9.Y.V 9.M.C 9.A.V	1.5 1.75 0.8	u'm/ma	0	- u 'm/m a
648	2_bark	BARK	Bari	Barí	aɨksu	aɨksu		82		a ɨ k s u	354		1204		7 7 1 3 7	XYBCZ	AIKSY	3	3.A.V 3.I.V 3.K.C 3.S.C 3.Y.V	1.5 1.3 1.75 1.5 0.8	aɨksu	0	- a ɨ k s u
#
982	66_big	BIG	LencaSalvador	Lenca-Salvador	puka	puka		118		p u k a	504		1202		1 7 1 7	AXBZ	PYKA	15	15.P.C 15.Y.V 15.K.C 15.A.V	2.0 1.5 1.75 0.8	puka	0	p u k a
983	66_big	BIG	LencaHonduras	Lenca-Honduras	puki	puki		118		p u k i	504		1202		1 7 1 7	AXBZ	PYKI	14	14.P.C 14.Y.V 14.K.C 14.I.V	2.0 1.5 1.75 0.8	puki	0	p u k i
984	66_big	BIG	Cacaopera	Cacaopera	bajaka	bajaka		113		b a j a k a	505		1202		1 7 6 7 1 7	AXBYBZ	PAJAKA	8	8.P.C 8.A.V 8.J.C 8.A.V 8.K.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bajaka	0	b a j a k a
985	66_big	BIG	Mayangna	Mayangna	nuhni	nuhni		121		n u h n i	506		1202		4 7 3 4 7	AXBCZ	NYHNI	18	18.N.C 18.Y.V 18.H.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	nuhni	0	n u h n i
986	66_big	BIG	Ulwa	Ulwa	sikka	sikka		125		s i k a	507		1202		3 7 1 7	AXBZ	SIKA	25	25.S.C 25.I.V 25.K.C 25.A.V	2.0 1.5 1.75 0.8	sika	0	s i k a
987	66_big	BIG	Miskito	Mískito	ta:ɾa	ta:ɾa		122		t aː ɾ a	508		1202		1 7 5 7	AXBZ	TARA	19	19.T.C 19.A.V 19.R.C 19.A.V	2.0 1.5 1.75 0.8	taːɾa	0	t aː ɾ a
988	66_big	BIG	Pech	Pech	àʔká	àʔká		123		à/a ʔ k á/a	509		1202		7 1 1 7	XMBZ	AHKA	21	21.A.V 21.H.c 21.K.C 21.A.V	1.5 1.1 1.75 0.8	à/aʔká/a	0	à/a ʔ k á/a
